,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
NM_028484,19.8196968,-0.365211245,0.275184796,1.327149069,0.184459376,0.770127381
NM_028487,1.888145884,0.195785701,0.30871072,-0.634204413,0.525947428,1
NM_028491,52.5574349,-0.316286171,0.245170039,1.290068607,0.197026838,0.786693123
NM_028492,4.40161956,0.299124749,0.344209027,-0.869020642,0.38483584,0.959542738
NM_028493,168.0242033,0.130267676,0.179672712,-0.725027604,0.468435096,0.994232304
NM_028499,3.047741427,0.371691502,0.325874195,-1.140598145,0.25403719,0.859150191
NM_028500,11.58599763,0.532637999,0.310677498,-1.714440225,0.086447906,0.554725016
NM_028516,50.86134897,-0.363049088,0.253326534,1.433126968,0.151821556,0.711506584
NM_028518,249.5629027,-0.200174494,0.197532379,1.013375607,0.310880786,0.901964286
NM_028521,581.1406839,0.15386324,0.11236482,-1.369318616,0.170899701,0.744849507
NM_028523,101.3194426,-0.201174741,0.202380191,0.994043637,0.320201623,0.912139491
NM_028524,0.171112529,0.048388875,0.148967141,-0.324829184,0.745310356,1
NM_028534,68.08059012,-0.027321764,0.197235127,0.138523826,0.889826441,1
NM_028536,4.387496362,-0.13138599,0.348900304,0.376571726,0.706491903,1
NM_028538,67.1731095,0.183266967,0.178090354,-1.029067342,0.303448031,0.897102725
NM_028542,23.67335811,0.497755594,0.246966441,-2.015478669,0.043854519,0.401213358
NM_028543,66.07501239,-0.159535709,0.255354761,0.624761051,0.532127898,1
NM_028544,418.0236773,0.034227909,0.124967917,-0.273893568,0.784166415,1
NM_028545,2.210839287,0.423763024,0.320525482,-1.322088405,0.186138714,0.772438487
NM_028546,801.8635796,0.249872207,0.170012681,-1.469726873,0.141635742,0.686837845
NM_028560,0.776065865,-0.171573264,0.21104228,0.812980528,0.416229223,0.972023995
NM_028567,413.0363197,0.377623073,0.180130814,-2.096382426,0.03604828,0.35835555
NM_028572,7.768744661,-0.234759194,0.34020484,0.690052482,NA,1
NM_028576,21.63819051,-0.339038748,0.274109511,1.236873344,0.216134108,0.813504766
NM_028584,17.4659835,0.475891198,0.292148805,-1.628934265,0.103326936,0.602654512
NM_028593,5.890733337,0.241469031,0.345903169,-0.698082739,0.485125452,1
NM_028595,194.6054046,0.166726594,0.230659538,-0.722825494,0.469787102,0.994733758
NM_028596,4.887323212,0.692146638,0.348744956,-1.984678564,0.047180245,0.415920124
NM_028597,641.4535725,-0.096860088,0.116355147,0.832452111,0.405153799,0.966749823
NM_028598,61.4956113,-0.677345933,0.319109976,2.122609708,0.033786571,0.344667259
NM_028599,421.5266458,0.024983534,0.168463004,-0.14830279,0.882103813,1
NM_028601,4.533257436,-0.065781684,0.34882316,0.188581755,0.850420633,1
NM_028603,89.9238591,0.176593149,0.156665075,-1.127201766,0.259657184,0.865229355
NM_028604,149.7791776,0.053397513,0.132763975,-0.402198814,0.687537715,1
NM_028607,680.4759291,0.004457766,0.136229975,-0.03272236,0.973895993,1
NM_028608,31.29102895,0.022335489,0.263417165,-0.084791321,0.932427293,1
NM_028611,423.5988553,-0.064842189,0.105160916,0.616599704,0.53749879,1
NM_028614,392.5426986,-0.398793483,0.180113825,2.214119232,0.026820578,0.300492044
NM_028615,1.042952214,-0.017546936,0.241001131,0.072808521,0.94195849,1
NM_028617,2031.536423,0.021204109,0.128309651,-0.165257317,0.868741453,1
NM_028618,0.453658944,-0.128730568,0.149198417,0.862814566,0.388239429,0.960096674
NM_028622,18.45518178,-0.166445147,0.159293328,1.044897169,NA,1
NM_028623,11.73782944,-0.536166903,0.274363057,1.954224115,NA,1
NM_028625,21.39758018,-0.168236422,0.159339286,1.055837679,NA,1
NM_028626,2032.975915,0.015081717,0.157271889,-0.095895822,0.923603313,1
NM_028628,2.806004882,-0.163500824,0.157456478,1.038387406,NA,1
NM_028629,15.95367286,-0.167984179,0.159240153,1.054910941,NA,1
NM_028632,795.5261347,0.112454618,0.154678975,-0.727019416,0.467214062,0.993652851
NM_028633,95.75544142,-0.332743872,0.161780245,2.056764548,0.03970888,0.378063312
NM_028634,203.5846855,-0.299976333,0.16296358,1.840756896,0.065657192,0.489807767
NM_028636,1681.368451,-0.002605067,0.106223281,0.024524448,0.980434283,1
NM_028637,213.1892045,-0.051775269,0.173771154,0.297950886,0.765740649,1
NM_028638,2.119120224,-0.170833282,0.271134374,0.6300687,0.528649637,1
NM_028639,1678.621557,-0.107927623,0.15536716,0.694661746,0.487267307,1
NM_028643,792.8944542,-0.622190497,0.142273863,4.373189023,1.22E-05,0.000870567
NM_028651,107.738676,0.014859713,0.173698775,-0.085548747,0.931825143,1
NM_028654,0.508652853,0.149635008,0.155436745,-0.962674613,0.335710841,0.923562898
NM_028657,91.31957884,-0.244365798,0.277347232,0.881082521,0.378273157,0.957916769
NM_028658,661.8792562,-0.210641434,0.122812994,1.715139638,0.086319629,0.554471108
NM_028659,99.19036899,0.191777426,0.161142918,-1.19010769,0.234004068,0.833880789
NM_028660,4.612199262,-0.165594418,0.158294357,1.046117,NA,1
NM_028662,1149.057203,-0.086938057,0.113349294,0.766992489,0.443085981,0.983944806
NM_028664,0.78965651,0.111700862,0.248486711,-0.449524489,0.653053347,1
NM_028665,19.69190245,0.054780705,0.303430143,-0.180538113,0.856730136,1
NM_028666,0.74966989,-0.273809866,0.26190657,1.045448637,0.295815667,0.891761879
NM_028669,0.159044673,-0.043555641,0.148967141,0.292384216,0.769992875,1
NM_028672,59.51407271,0.414581175,0.196788006,-2.106740054,0.035140118,0.353271543
NM_028677,39.23066963,0.100862077,0.255865033,-0.394200315,0.693433153,1
NM_028679,49.69202288,-0.300275047,0.28653402,1.047956005,0.294658877,0.891120812
NM_028680,26.49146972,-0.043220131,0.260470958,0.16593071,0.868211479,1
NM_028696,39.26646207,-0.005479635,0.268521342,0.020406703,0.983718937,1
NM_028705,169.4804314,0.001179669,0.179371608,-0.006576679,0.994752607,1
NM_028708,0.834621818,-0.407629792,0.259264446,1.572254884,0.115891452,0.628768125
NM_028709,1.751621795,-0.442487057,0.277907983,1.592207079,0.111338183,0.616521007
NM_028710,117.0853163,-0.559479084,0.227851021,2.455460076,0.014070438,0.203011668
NM_028711,192.8576498,1.166557116,0.216657532,-5.384336769,7.27E-08,1.05E-05
NM_028712,122.9560079,0.058079623,0.164019064,-0.35410288,0.723261783,1
NM_028713,36.86749426,-0.19667409,0.210942821,0.932357353,0.351151877,0.937692263
NM_028716,63.28128716,-0.280299504,0.232767854,1.20420195,0.228511533,0.827501882
NM_028718,319.1209323,-0.024972839,0.142497537,0.175251024,0.860882393,1
NM_028719,0.529268768,-0.140800871,0.149659049,0.940810942,NA,1
NM_028721,424.1057748,-0.548627914,0.128505325,4.269300999,1.96E-05,0.001277568
NM_028722,2197.256984,0.014171998,0.111877459,-0.12667429,0.899198196,1
NM_028724,361.5662172,-0.086292151,0.128204004,0.673084679,0.50089342,1
NM_028725,3591.622214,-0.544517641,0.176349665,3.087715765,0.002017013,0.051665923
NM_028727,8.890057225,-0.090045724,0.324940723,0.277114308,0.781692335,1
NM_028731,943.1139489,-0.130577164,0.109560959,1.191822026,0.233331037,0.833407387
NM_028733,20.74229273,0.060697351,0.286257219,-0.212037802,0.832077543,1
NM_028734,0.950797757,-0.084547838,0.273666787,0.308944463,0.757363774,1
NM_028735,1.219673017,0.091924946,0.279229696,-0.32920906,0.741997675,1
NM_028737,9.511435282,-0.076312991,0.32325624,0.236075849,0.813373814,1
NM_028744,0.311640108,0.094361132,0.148967141,-0.633435884,0.526449038,1
NM_028746,0.637200193,0.094854971,0.181175612,-0.523552642,0.600589728,1
NM_028747,2.516820645,-0.246849114,0.341095226,0.723695599,0.469252636,0.994664102
NM_028748,2.129403026,-0.089790843,0.284300685,0.315830555,0.752131125,1
NM_028749,20.58258265,-0.176976416,0.295980049,0.5979336,0.549884239,1
NM_028751,5.554028997,0.250989873,0.344814855,-0.727897508,0.466676329,0.993652851
NM_028753,217.3215569,-0.159881486,0.164502275,0.971910486,0.331095083,0.919872118
NM_028754,4.406243704,0.081956765,0.349027029,-0.234814953,0.814352361,1
NM_028756,419.7113742,0.126189344,0.127224581,-0.991862917,0.321264401,0.912535186
NM_028757,3.014616497,-0.311456112,0.312243898,0.997477017,0.318533024,0.909808654
NM_028758,650.0249014,0.070537846,0.142198727,-0.496051177,0.619858304,1
NM_028759,1420.783239,0.644785999,0.179600219,-3.590118104,0.000330528,0.013524171
NM_028761,597.3340487,-0.003799646,0.108272165,0.035093472,0.972005207,1
NM_028762,389.653339,-0.12922929,0.157639117,0.819779333,0.412341915,0.96860424
NM_028763,373.1421078,-0.027881201,0.116481735,0.239361138,0.810825562,1
NM_028765,1.422526743,0.293786465,0.290516405,-1.011256022,0.311893909,0.902140487
NM_028766,409.768466,-0.252277383,0.17037879,1.480685372,0.138690434,0.682355507
NM_028768,380.2069729,-0.340307188,0.129160693,2.634758139,0.008419725,0.139327828
NM_028769,263.7611414,0.472974201,0.328361657,-1.440406304,0.149752481,0.707018629
NM_028770,8.013664086,-1.086657008,0.325288968,3.340589799,NA,1
NM_028771,1257.197215,0.027035896,0.102826228,-0.262928012,0.792606065,1
NM_028772,13722.72041,-0.706422792,0.159181973,4.437831614,9.09E-06,0.000671609
NM_028774,9.01624131,0.244769122,0.328868876,-0.744275727,0.456709683,0.988647902
NM_028775,41.58856432,-0.446215759,0.319695423,1.395752728,NA,1
NM_028779,2.571590046,-0.215573716,0.334318787,0.64481484,0.519047184,1
NM_028780,1539.188031,0.008116041,0.099534687,-0.08153983,0.93501265,1
NM_028782,4242.285035,0.093846731,0.095707227,-0.980560548,0.326809497,0.91635669
NM_028785,755.3553341,-0.828789479,0.13501321,6.138580677,8.33E-10,1.85E-07
NM_028787,744.2882335,-0.247758883,0.137264597,1.804972936,0.071078917,0.50830804
NM_028789,6.113033896,0.270437038,0.343468236,-0.787371319,0.431064531,0.978055821
NM_028790,3304.139537,0.305965276,0.155636823,-1.965892585,0.04931102,0.423743915
NM_028791,36.43045227,0.1690886,0.304709778,-0.554916883,0.578951513,1
NM_028792,1611.941221,0.220307393,0.124951348,-1.763145396,0.07787597,0.528488595
NM_028794,1568.213563,-0.098440891,0.136902058,0.71906071,0.472103514,0.996173948
NM_028798,55.77545073,-0.168694605,0.159518971,1.057520647,NA,1
NM_028799,0.628771736,-0.073026226,0.160385749,0.455316173,0.648881792,1
NM_028803,2065.382379,-0.495884757,0.213960408,2.317647274,0.020468499,0.255160306
NM_028804,62.65376909,-0.223979772,0.290205101,0.771798192,0.440233963,0.982448367
NM_028805,97.93864218,-0.462984725,0.23175052,1.997772115,0.045741372,0.410414692
NM_028808,48.49573701,-0.180721989,0.21235115,0.851052556,0.394740159,0.962729389
NM_028809,1353.307915,-0.064086224,0.1042497,0.614737728,0.53872794,1
NM_028810,560.965945,-0.315915334,0.13950764,2.264502037,0.023543255,0.278455781
NM_028812,247.8043432,-0.010125554,0.180387034,0.056132385,0.955236345,1
NM_028814,2237.543879,0.009347139,0.099441678,-0.09399619,0.925112183,1
NM_028815,173.7333708,0.576113567,0.157764018,-3.651742476,0.000260467,0.011248205
NM_028820,592.433217,-0.386486004,0.227168647,1.701317542,0.088883376,0.561876491
NM_028826,0.251756105,-0.021270476,0.151354492,0.140534155,0.888237969,1
NM_028829,14.85851831,-0.559677376,0.341768826,1.63759048,0.10150715,0.59805458
NM_028832,60.70557639,-0.569652557,0.233032041,2.4445246,0.014504319,0.206248106
NM_028833,3.640384346,0.025336471,0.349033237,-0.072590424,0.942132047,1
NM_028834,1.17779881,-0.069289654,0.26370629,0.262753133,0.792740861,1
NM_028838,104.2429931,-0.357572267,0.305391199,1.170866313,0.241652518,0.843713802
NM_028839,462.8611651,-0.321746557,0.142082876,2.264499189,0.02354343,0.278455781
NM_028840,843.7174247,0.025838235,0.159064684,-0.162438537,0.870960525,1
NM_028841,101.6773092,-0.384054975,0.177180834,2.16758758,0.03019008,0.32332434
NM_028842,0.235270868,-0.06654177,0.148967141,0.446687566,0.655100661,1
NM_028844,55.5869708,0.244771647,0.211174295,-1.159097734,0.24641635,0.850861624
NM_028846,357.0930711,-0.028626446,0.187779068,0.152447481,0.87883401,1
NM_028848,5.687502024,-0.261444184,0.348545278,0.750101064,0.453193839,0.987562241
NM_028849,1.865232968,0.080751153,0.305951893,-0.263934151,0.79183066,1
NM_028850,379.2344058,0.145262878,0.13327691,-1.089932823,0.275742737,0.87658677
NM_028852,0.239598934,0.025402746,0.148967141,-0.170525834,0.86459662,1
NM_028855,0.735841644,-0.025123592,0.18678922,0.134502368,0.893005339,1
NM_028860,1380.30307,-0.054756372,0.121875415,0.449281522,0.653228585,1
NM_028862,755.6684855,0.665727842,0.199001952,-3.345333222,0.000821838,0.027032682
NM_028863,1016.878815,0.016927935,0.117929884,-0.14354237,0.885861851,1
NM_028864,77.21675679,-0.331669139,0.235488928,1.408427741,0.15900445,0.723902576
NM_028865,559.2081977,0.11258231,0.113644578,-0.990652719,0.321855186,0.912946034
NM_028866,882.1064099,0.076907539,0.102965865,-0.74692267,0.455110241,0.988642907
NM_028868,1856.967115,0.103684802,0.139297838,-0.744338919,0.456671462,0.988647902
NM_028872,4.34293137,-0.835457021,0.31536073,2.649210702,0.008068001,0.135215125
NM_028873,1237.695442,-0.008006397,0.09629358,0.0831457,0.933735688,1
NM_028874,962.1756448,-0.389813142,0.134218624,2.904314835,0.003680578,0.079289327
NM_028875,181.3178854,-0.324885395,0.202312485,1.605859344,0.108304818,0.613880508
NM_028876,1948.060337,0.197814869,0.222382696,-0.889524559,0.37372123,0.95507716
NM_028877,1.283745505,-0.256468181,0.303059067,0.84626467,0.397405112,0.964057027
NM_028878,1.581015532,-0.062082515,0.242547285,0.255960463,0.797981367,1
NM_028881,1593.770979,0.165383547,0.143595173,-1.151734727,0.249430097,0.853693249
NM_028882,31.01346235,0.21090533,0.30532532,-0.690756109,0.489718822,1
NM_028883,155.4750462,-0.447593171,0.150431195,2.975401283,0.002926055,0.067382148
NM_028886,0.25185407,0.071375004,0.148967141,-0.479132534,0.631844346,1
NM_028887,311.5679181,0.005328796,0.131973254,-0.040377848,0.967791891,1
NM_028888,7.184993898,0.509203672,0.344005183,-1.48022093,0.138814297,0.682355507
NM_028889,9.088135429,-0.130531078,0.323257879,0.403798596,0.686360829,1
NM_028890,126.854873,-0.092284489,0.167699053,0.550298211,0.582114851,1
NM_028892,5.040468121,0.17029841,0.347579955,-0.489954636,0.624166,1
NM_028894,334.8001626,0.259216839,0.334179983,-0.77568033,0.437937757,0.981591661
NM_028898,1.032350267,-0.104347954,0.278951589,0.37407191,0.708350817,1
NM_028900,693.1049607,0.150912492,0.104168049,-1.448740708,0.147410008,0.70155758
NM_028901,199.9265154,-0.347006946,0.256117891,1.354871948,NA,1
NM_028902,48.94267823,-0.931682481,0.300150939,3.104046527,0.001908933,0.049725489
NM_028903,71.04384447,-2.642216777,0.332380343,7.949377374,1.87E-15,1.00E-12
NM_028906,1170.087027,-0.104768562,0.151815469,0.690104654,0.490128377,1
NM_028908,8.808208959,-0.079472784,0.346565175,0.22931555,0.818623669,1
NM_028910,5.31452121,0.037652354,0.327995168,-0.114795452,0.908607254,1
NM_028915,0.295583985,-0.089527898,0.148967141,0.600990916,0.547846037,1
NM_028916,0.314176834,-0.089527898,0.148967141,0.600990916,0.547846037,1
NM_028918,29.33238922,-0.541271271,0.33015503,1.63944578,0.101120454,0.597801795
NM_028922,478.3228018,-0.238733429,0.136314526,1.751342543,0.079886924,0.535739667
NM_028923,1283.619134,0.017366645,0.105604405,-0.164450009,0.869376898,1
NM_028924,1.096975295,-0.028726859,0.257434004,0.111589217,0.911149122,1
NM_028925,616.3197486,-0.178904507,0.103142767,1.734532743,0.082823601,0.544464737
NM_028932,1055.472614,-0.150268636,0.124672758,1.205304496,0.228085775,0.827501882
NM_028933,5.625672611,0.099180475,0.348899849,-0.284266317,0.776206297,1
NM_028934,27.57402389,-2.023207443,0.327719741,6.173590391,6.68E-10,1.52E-07
NM_028935,26.25357439,0.238622464,0.255750729,-0.933027505,0.350805767,0.937504222
NM_028938,22.06567693,-0.116447432,0.282421835,0.412317384,0.680106809,1
NM_028940,2.908223991,-0.099429677,0.348212401,0.285543182,0.775228026,1
NM_028941,0.23834592,0.02540594,0.148976037,-0.170537094,0.864587765,1
NM_028943,1331.91044,0.149708845,0.197366809,-0.758531011,0.448133155,0.984103567
NM_028944,15.53780804,0.41058532,0.31078205,-1.321135889,0.186456058,0.772614999
NM_028945,59.91328891,0.035611072,0.196581743,-0.181151473,0.856248683,1
NM_028946,0.429505396,0.156141878,0.170404032,-0.916303892,0.359507527,0.944735722
NM_028953,1.53810432,0.215631888,0.304833777,-0.707375312,0.479333275,1
NM_028955,0.335409771,0.002416617,0.148967141,-0.016222484,0.987056898,1
NM_028959,26.0585524,-0.124924727,0.272582539,0.458300547,0.646736531,1
NM_028963,217.9824092,0.132019871,0.151455587,-0.87167382,0.383386346,0.959542738
NM_028964,16.5710824,-0.244225256,0.323563835,0.754797756,0.450370341,0.9854933
NM_028965,2.480094344,0.008403592,0.338494263,-0.024826394,0.980193439,1
NM_028967,25.71983305,-0.10814731,0.259437806,0.416852547,0.676786264,1
NM_028971,17.73562131,0.331622352,0.291934095,-1.135949372,0.255977753,0.861926114
NM_028973,0.932108578,-0.150703775,0.272340507,0.553365261,0.580013322,1
NM_028974,8.512304199,-0.014904854,0.338885571,0.043981966,0.964918779,1
NM_028976,1275.428766,-0.152544993,0.119860681,1.272685849,0.203129541,0.793299768
NM_028977,6.479858795,-0.615961728,0.338149416,1.821566735,0.068520752,0.499325622
NM_028979,651.9293259,0.503264134,0.228358408,-2.203834482,0.027535987,0.305253076
NM_028980,181.5755333,0.41917213,0.160211148,-2.616373047,0.008886941,0.144753398
NM_028982,1057.135174,0.819477244,0.145577819,-5.629135346,1.81E-08,3.00E-06
NM_028986,1412.629646,0.156167603,0.145596547,-1.072605133,0.283448321,0.881896863
NM_028990,29.71615381,-0.054874819,0.325613825,0.168527301,0.866168468,1
NM_028994,532.6528909,1.854416136,0.151856749,-12.21161487,2.69E-34,8.40E-31
NM_028995,249.7859556,-0.644778599,0.152432245,4.229935734,2.34E-05,0.001488441
NM_028998,0.44323554,-0.027846761,0.170748057,0.163086842,0.87045006,1
NM_028999,6.353470614,-0.470211019,0.342452428,1.373069603,0.16973071,0.742755567
NM_029001,29.54467879,-0.372173937,0.316844754,1.17462553,0.240144565,0.842495254
NM_029002,0.245983665,0.071375004,0.148967141,-0.479132534,0.631844346,1
NM_029007,27.42019579,-0.097678339,0.306243129,0.318956834,0.749759246,1
NM_029008,0.231429878,0.025402746,0.148967141,-0.170525834,0.86459662,1
NM_029010,202.0475212,-0.091656808,0.157352105,0.582494957,0.560233337,1
NM_029011,1130.941764,-0.98016819,0.124285499,7.886424373,3.11E-15,1.57E-12
NM_029012,841.0851089,0.133301815,0.122885025,-1.084768586,0.278024162,0.879122004
NM_029017,361.2328181,0.449744049,0.129244073,-3.479804062,0.000501781,0.018690828
NM_029019,0.492894093,0.126211145,0.175333963,-0.719832843,0.47162792,0.995754162
NM_029020,1416.580472,-0.283153262,0.114837617,2.465683892,0.013675196,0.19946372
NM_029021,27.03998326,-0.880328048,0.294169715,2.992585586,0.002766251,0.064355298
NM_029022,1211.764803,0.055571252,0.104952863,-0.529487721,0.59646716,1
NM_029023,1566.845072,-0.109528482,0.123258545,0.888607624,0.374213992,0.95507716
NM_029025,163.7228448,0.215132962,0.184751489,-1.164445075,0.24424369,0.847993624
NM_029031,2223.995512,-0.21441865,0.118809509,1.804726341,0.071117516,0.50830804
NM_029035,59.30184745,-0.416037753,0.200681298,2.073126682,0.038160491,0.36953031
NM_029036,10.99983586,0.002838959,0.343595753,-0.008262498,0.993407556,1
NM_029037,207.3745066,-0.575988941,0.16852334,3.417858568,0.000631159,0.02205989
NM_029044,12.28471936,0.617317211,0.322429243,-1.914581955,0.055545838,0.450046117
NM_029056,0.167078733,0.002416617,0.148967141,-0.016222484,0.987056898,1
NM_029057,364.8000803,0.11737426,0.23805898,-0.493046977,0.621979395,1
NM_029068,6.01896761,0.228858166,0.348908089,-0.655926799,0.511871225,1
NM_029074,403.9750664,-0.2985585,0.126124319,2.367176305,0.017924392,0.235205757
NM_029077,1380.404925,-0.557275128,0.139246521,4.002075769,6.28E-05,0.003499641
NM_029078,1079.84356,0.236316891,0.113379704,-2.084296252,0.037133228,0.363536247
NM_029083,563.0585603,-0.691840646,0.347592483,1.990378618,NA,1
NM_029084,22.5198806,-0.275078236,0.268148622,1.025842437,0.304965859,0.898063051
NM_029086,0.585066328,0.144553235,0.219690477,-0.657985895,0.510547195,1
NM_029090,36.34544892,-0.281410035,0.32458635,0.866980499,0.385952695,0.960096674
NM_029091,2783.128018,-0.064273499,0.100126305,0.641924211,0.520922393,1
NM_029092,413.0466127,0.205801413,0.166715724,-1.23444513,0.217037081,0.814392364
NM_029094,458.8449289,-0.143140107,0.14166839,1.010388468,0.312309211,0.902140487
NM_029095,0.453658944,-0.128730568,0.149198417,0.862814566,0.388239429,0.960096674
NM_029097,11.41320656,0.262700828,0.320485939,-0.819695332,0.412389812,0.96860424
NM_029098,979.7112601,0.343757256,0.170937815,-2.011007662,0.044324647,0.402929792
NM_029100,120.7411847,-0.250338958,0.163647329,1.529746675,0.126079446,0.655408406
NM_029101,951.2599113,-0.126396339,0.127744121,0.989449362,0.322443334,0.912987264
NM_029102,2.589165244,0.042736436,0.316115709,-0.135192384,0.892459768,1
NM_029103,4714.125083,-0.153571749,0.249494115,0.615532551,0.538203079,1
NM_029104,74.50920949,0.449421999,0.291949574,-1.539382273,0.123710999,0.650526426
NM_029107,31.12678307,0.05976438,0.305965498,-0.195330454,0.845134257,1
NM_029115,171.983859,0.00783891,0.153523484,-0.051060007,0.959277704,1
NM_029116,66.30076534,0.256096969,0.259068686,-0.988529231,0.322893526,0.913162363
NM_029121,0.164068446,0.002416617,0.148967141,-0.016222484,0.987056898,1
NM_029122,0.206263538,-0.06654177,0.148967141,0.446687566,0.655100661,1
NM_029128,307.2991899,0.094589689,0.115336925,-0.820116268,0.412149829,0.96860424
NM_029142,0.226829472,-0.06654177,0.148967141,0.446687566,0.655100661,1
NM_029144,0.862799316,-0.225180325,0.272129093,0.827476117,0.407967253,0.967588105
NM_029148,332.3669227,-0.251358621,0.183301668,1.371283872,0.170286481,0.743855013
NM_029153,3.092914906,-0.495328669,0.334631206,1.480222585,0.138813855,0.682355507
NM_029157,631.623315,0.045408939,0.11001751,-0.412742838,0.679795036,1
NM_029158,0.327944533,-0.089527898,0.148967141,0.600990916,0.547846037,1
NM_029162,109.917556,-0.150806999,0.187859798,0.802763555,0.422111411,0.974769931
NM_029163,0.741285956,-0.018737465,0.205527485,0.091167684,0.927359352,1
NM_029166,2236.016347,0.485043743,0.148786521,-3.259997878,0.00111413,0.033930172
NM_029169,11.43864016,0.423052544,0.34702544,-1.219082218,0.222812988,0.822095514
NM_029173,2.301630266,0.685395404,0.333020299,-2.058118998,0.039578712,0.37720812
NM_029174,6.834716812,-0.213344866,0.349107374,0.611115324,0.541123236,1
NM_029182,9.388883385,-0.055308719,0.337178837,0.16403378,0.869704551,1
NM_029186,248.1776654,-0.381609508,0.201940218,1.88971524,0.058796055,0.464222908
NM_029195,0.820334037,0.012684445,0.247821265,-0.051183846,0.959179024,1
NM_029196,5.587463811,-0.268836285,0.347692211,0.773201919,0.439402891,0.98177436
NM_029197,130.8763028,-0.138613754,0.182259898,0.76052799,0.446939045,0.983944806
NM_029198,10.18803279,-0.439683752,0.336742857,1.305695853,0.191656009,0.779239608
NM_029210,1.931995472,-0.039393261,0.289487061,0.136079523,0.891758415,1
NM_029211,299.68402,0.047636553,0.166841783,-0.285519324,0.775246302,1
NM_029219,838.9304447,-0.081654403,0.164043707,0.497760045,0.618653181,1
NM_029229,0.164147781,-0.043555641,0.148967141,0.292384216,0.769992875,1
NM_029231,478.7883087,-0.039111706,0.123669247,0.316260566,0.75180474,1
NM_029236,112.7731142,-0.144587308,0.17639975,0.819657105,0.41241161,0.96860424
NM_029247,2.955527538,0.438283698,0.333970526,-1.312342449,0.189404616,0.776853895
NM_029249,3.477615674,-0.504517561,0.347141682,1.453347688,0.146127243,0.699010825
NM_029250,1658.24796,-0.088432076,0.141460987,0.625134023,0.5318831,1
NM_029252,0.16398911,0.048388875,0.148967141,-0.324829184,0.745310356,1
NM_029254,2.500703344,0.30527367,0.317806713,-0.960563946,0.336771464,0.923856923
NM_029264,10.49950811,0.089111125,0.330799676,-0.269380932,0.787636558,1
NM_029269,3615.616442,-0.426536287,0.162985209,2.617024509,0.008869997,0.144729562
NM_029270,1.953317788,-0.277758728,0.322050147,0.862470427,0.3884287,0.96020287
NM_029271,520.3007493,0.008204055,0.135969425,-0.060337497,0.951886838,1
NM_029272,3939.065292,0.158015594,0.173557137,-0.910452873,0.362583725,0.947132158
NM_029278,640.9319279,0.181472444,0.113736271,-1.595554731,0.110588241,0.6159457
NM_029280,19.52661074,0.018213889,0.258855527,-0.070363145,0.943904625,1
NM_029281,93.53687771,0.64148706,0.242150188,-2.649128901,0.008069955,0.135215125
NM_029282,434.1429252,-0.079751831,0.119939848,0.664931898,0.506094052,1
NM_029285,0.155132161,-0.043555641,0.148967141,0.292384216,0.769992875,1
NM_029289,0.16398911,0.048388875,0.148967141,-0.324829184,0.745310356,1
NM_029291,958.7968009,0.285690873,0.082044636,-3.482139565,0.000497424,0.018609558
NM_029293,954.8562802,-0.190144469,0.147550995,1.288669515,0.197513005,0.787617848
NM_029294,0.144364337,-0.043555641,0.148967141,0.292384216,0.769992875,1
NM_029296,125.329586,-0.55558099,0.182227233,3.048836222,0.002297297,0.056972353
NM_029297,0.543639166,-0.124449681,0.219461793,0.567067639,0.570668228,1
NM_029298,0.175112792,0.048388875,0.148967141,-0.324829184,0.745310356,1
NM_029305,6.418081565,0.063513886,0.348108209,-0.182454433,0.855226111,1
NM_029307,1.425347768,-0.152011268,0.308764963,0.492320328,0.622492912,1
NM_029309,0.574538125,0.126289243,0.200555559,-0.629697045,0.528892816,1
NM_029310,2.319016527,-0.103776066,0.325104154,0.319208674,0.74956828,1
NM_029314,0.2369547,-0.020569512,0.148967141,0.138080866,0.890176507,1
NM_029315,18.10734214,0.298557546,0.34048146,-0.876868731,0.380557942,0.958664071
NM_029320,89.33348748,0.257667481,0.191699512,-1.344121741,0.178909023,0.760495525
NM_029321,599.1921853,0.184421342,0.153666139,-1.200143004,0.230083807,0.829559654
NM_029326,0.583991224,0.118375499,0.203644394,-0.581285331,0.561048166,1
NM_029327,73.3933518,-0.344128158,0.193432292,1.779062613,0.075229497,0.518127577
NM_029330,364.8038754,0.117056963,0.118933171,-0.984224687,0.32500505,0.914700396
NM_029331,149.0339178,-0.049737728,0.161166924,0.30861002,0.757618198,1
NM_029332,2519.602864,0.294489343,0.161287123,-1.825870148,0.067869824,0.497564002
NM_029334,129.3646319,0.126269858,0.164407303,-0.768030713,0.442468938,0.983944806
NM_029337,1.311005171,-0.308122563,0.285920996,1.077649304,0.28119029,0.879998814
NM_029338,14.5352054,0.352631072,0.312721468,-1.127620288,0.259480315,0.86488813
NM_029339,767.2245143,0.238856322,0.164672935,-1.450489247,0.146922136,0.700726427
NM_029341,2.619852264,-0.28963403,0.32318384,0.896189704,0.370151453,0.950619699
NM_029342,227.7537951,-0.552099156,0.232295596,2.376709526,0.017467838,0.231653259
NM_029343,0.344827324,-0.107772634,0.162604569,0.662789701,0.507465251,1
NM_029344,68.05156581,-0.241720752,0.273927624,0.882425612,0.37754669,0.95738345
NM_029345,0.993150689,-0.214560769,0.216587321,0.990643255,NA,1
NM_029347,380.6418583,0.058385399,0.146677356,-0.398053255,0.69059093,1
